1 4
1 3
1 11
1 9
1 1
1 15
1 6
2 8
2 7
2 2
2 5
2 13
2 10
3 6
3 15
3 9
3 11
3 4
4 3
4 1
4 12
4 7
4 8
4 10
4 14
5 13
5 5
5 15
5 6
5 4
5 2
5 9
5 11
6 12
6 6
6 15
6 5
6 9
6 4
6 3
6 7
6 10
6 1
6 2
6 8
7 12
7 8
7 10
7 14
7 5
7 1
7 3
7 4
7 6
7 9
7 2
7 7
8 6
8 5
8 2
8 8
8 11
8 15
8 1
8 7
8 13
8 4
8 10
8 3
8 9
9 6
9 13
9 8
9 7
9 15
9 5
9 3
9 4
9 1
9 10
9 2
9 11
9 9
10 6
10 2
10 8
10 15
10 9
10 10
10 13
10 4
10 1
10 7
10 3
10 11
10 5
11 8
11 5
11 10
11 4
11 1
11 9
11 3
11 13
11 6
11 2
11 15
11 11
11 7
12 9
12 4
12 10
12 2
12 5
12 14
12 1
12 6
12 11
12 7
12 3
12 8
13 1
13 14
13 12
13 8
13 7
13 6
13 2
13 3
13 4
13 5
13 9
13 10
14 14
14 9
14 5
14 7
14 1
14 10
14 8
14 11
14 4
14 6
14 2
14 3
15 1
15 6
15 7
15 14
15 12
15 4
15 5
15 2
15 10
15 8
15 3
15 9
16 2
16 4
16 1
16 10
16 6
16 7
16 11
16 5
16 14
16 3
17 9
17 13
17 8
18 11
18 6
18 15
18 7
18 5
18 4
18 2
18 3
18 1
19 10
19 13
20 12
20 14
20 9
20 2
20 4
20 8
20 6
20 3
20 7
20 1
20 5
21 6
21 12
21 7
21 14
21 10
21 2
21 1
21 5
21 9
21 3
21 8
21 4
22 6
22 15
22 9
22 11
22 2
22 5
22 10
22 3
22 1
22 7
22 8
22 13
22 4
23 2
23 15
23 1
23 8
23 9
23 4
23 3
23 6
23 7
23 13
23 11
23 10
23 5
24 1
24 3
24 14
24 10
24 7
24 4
24 11
24 9
24 6
24 5
24 2
24 8
25 1
25 14
25 10
25 4
25 8
25 9
25 11
25 6
25 2
25 5
25 7
25 3
26 14
26 2
26 10
26 11
26 3
26 8
26 1
26 7
26 6
26 5
26 4
26 9
27 13
27 8
27 4
27 9
27 5
27 6
27 2
27 3
27 1
27 11
27 15
27 7
27 10
28 12
28 10
28 9
28 2
28 3
28 6
28 5
28 14
28 8
28 7
28 1
28 4
29 7
29 5
29 2
29 4
29 15
29 11
29 3
29 9
29 6
29 13
29 10
29 1
29 8
30 1
30 4
30 3
30 5
30 8
30 15
30 2
30 9
30 6
30 7
30 12
30 10
31 6
31 10
31 9
31 3
31 15
31 7
31 11
31 2
31 4
31 13
32 12
32 5
32 8
32 1
32 14
33 2
33 4
33 10
33 11
33 13
33 7
33 15
33 9
34 3
34 14
34 1
34 6
34 8
34 5
34 12
35 10
35 13
35 15
35 9
35 11
35 4
35 7
35 2
36 8
36 15
36 11
36 9
36 4
36 1
36 10
36 7
36 2
36 5
36 13
36 3
36 6
37 11
37 6
37 3
37 14
37 8
37 9
37 7
37 10
37 4
37 1
37 5
37 2
38 7
38 8
38 12
38 6
38 1
38 15
38 3
38 10
38 9
38 4
38 2
38 5
39 4
39 15
39 6
39 1
39 8
39 10
39 5
39 3
39 9
39 7
39 2
39 13
39 11
40 3
40 14
40 4
40 10
40 11
40 2
40 1
40 5
40 6
40 7
40 9
40 8
41 11
41 3
41 14
41 7
41 9
41 10
41 8
41 2
41 1
41 4
41 6
41 5
42 14
42 10
42 6
42 8
42 2
42 9
42 7
42 11
42 3
42 1
42 5
42 4
43 2
43 9
43 11
43 7
43 1
43 13
43 15
43 4
43 10
43 8
43 6
43 5
43 3
44 11
44 8
44 15
44 10
44 9
44 1
44 5
44 3
44 2
44 4
44 7
44 13
44 6
45 7
45 3
45 10
45 12
45 2
45 1
45 14
45 8
45 6
45 9
45 5
45 4
