   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
   12.939000 ;     0.000100
