11 2
14 2
25 2 #
26 2   
29 2
40 2 #
41 2
44 2
56 2
57 2
60 2
71 2
75 2
85 2 #
86 2
90 2
100 2 #
101 2
103 2
116 2
117 2
131 2
134 2
145 2 #
147 2
161 2 #
162 2
166 2
177 2
181 2
191 2 #
192 2
195 2
200 2 #
201 2
205 2
209 2
225 2 #
226 2
231 2
242 2
244 2
257 2
258 2
260 2
