     49.2139 ;       2.8067 ;       1.2268 ;       0.0029
    136.3659 ;      29.5350 ;       1.5713
     47.2900 ;       2.9870 ;       0.4799 ;       0.1454
      1.7006 ;       0.2505 ;       0.0673 ;       0.0053 ;       0.0029
    122.6478 ;      52.7232 ;       0.0359 ;       0.0059 ;       0.0009
